ListId,ContentTypeId,FieldId,InternalName,Name,TypeAsString,Required,Hidden,TermSetId,ScanId,SiteUrl,WebUrl
21688c29-74bb-4b76-b6e7-aba635645591,0x0101,8d0bb50d-9d6a-449b-9473-eaaad2d3e116,_ModelId,_ModelId,Text,False,False,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/SyntexDemo,/
21688c29-74bb-4b76-b6e7-aba635645591,0x0101,c7d0f290-0a8b-4d23-abed-1f7217fa1361,PrimeLastClassified,Classification Date,DateTime,False,False,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/SyntexDemo,/
21688c29-74bb-4b76-b6e7-aba635645591,0x0101,f443a861-0504-4eef-9f71-ebd20f8f7d13,PrimeConfidenceScore,Confidence Score,Number,False,False,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/SyntexDemo,/
21688c29-74bb-4b76-b6e7-aba635645591,0x010100A2FF2E5975359145AAC91F3B740CAF25,2ebf79cd-bb19-4ae7-926d-da4f19b530c2,Discount,Discount,Text,False,False,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/SyntexDemo,/
21688c29-74bb-4b76-b6e7-aba635645591,0x010100A2FF2E5975359145AAC91F3B740CAF25,34321ecc-8828-4333-895e-3dda09df4dc9,Effective_x0020_Date,Effective Date,Text,False,False,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/SyntexDemo,/
21688c29-74bb-4b76-b6e7-aba635645591,0x010100A2FF2E5975359145AAC91F3B740CAF25,543ff2fa-b870-4d80-903a-8cb1827e538f,Provider,Provider,Text,False,False,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/SyntexDemo,/
21688c29-74bb-4b76-b6e7-aba635645591,0x010100A2FF2E5975359145AAC91F3B740CAF25,8524ada7-e365-4ce9-85ae-27ba328b8e39,Provider_x0020_URL,Provider URL,Text,False,False,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/SyntexDemo,/
21688c29-74bb-4b76-b6e7-aba635645591,0x010100A2FF2E5975359145AAC91F3B740CAF25,bc131b3d-09be-49b3-89b1-358a50a64254,d56fd8ccea9442acae652c62dfd6b19a,Insurance Provider_0,Note,False,True,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/SyntexDemo,/
21688c29-74bb-4b76-b6e7-aba635645591,0x010100A2FF2E5975359145AAC91F3B740CAF25,d3014061-3832-4f69-ae0b-f263357f60b5,Notice_x0020_Addressee,Notice Addressee,Text,False,False,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/SyntexDemo,/
21688c29-74bb-4b76-b6e7-aba635645591,0x010100A2FF2E5975359145AAC91F3B740CAF25,d56fd8cc-ea94-42ac-ae65-2c62dfd6b19a,Insurance_x0020_Provider,Insurance Provider,TaxonomyFieldType,False,False,544e9e37-84f4-4e36-b022-d5e53882adad,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/SyntexDemo,/
88be2911-4b13-4d9c-9393-bd0a8aab86a9,0x0100B609FEFDEFAA484299C6DE254182E666,107f7270-0461-4bec-bf23-ac632ec9b290,CareerCategory,Career Category,Choice,False,False,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/contosoteam,/
88be2911-4b13-4d9c-9393-bd0a8aab86a9,0x0100B609FEFDEFAA484299C6DE254182E666,de35eeae-f0d1-4fea-a992-ab36d395f88e,WorkTools,Work Tools,Choice,False,False,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/contosoteam,/
71796315-f758-47ee-bd24-2e06fc62492d,0x0101,5cf76f15-5ced-4ddc-b409-7134ff3c332f,MediaServiceImageTags,Image Tags,TaxonomyFieldTypeMulti,False,False,09814cd3-568e-fe90-9814-8d621ff8fb84,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/leadership,/
71796315-f758-47ee-bd24-2e06fc62492d,0x0101,7c51d632-27e0-f6f7-a5d6-ed67b68bd369,lcf76f155ced4ddcb4097134ff3c332f,Image Tags_0,Note,False,True,00000000-0000-0000-0000-000000000000,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/leadership,/
