WebUrlAbsolute,StartDate,EndDate,ScanDuration,Status,Template,ScanId,SiteUrl,WebUrl
https://m365x25488756.sharepoint.com/sites/askhr,04/11/2022 13:27:51,04/11/2022 13:27:54,2,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/askhr,/
https://m365x25488756.sharepoint.com/sites/benefits,04/11/2022 13:28:13,04/11/2022 13:28:16,2,Finished,SITEPAGEPUBLISHING#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/benefits,/
https://m365x25488756.sharepoint.com/sites/ceoconnection,04/11/2022 13:27:48,04/11/2022 13:27:51,2,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/ceoconnection,/
https://m365x25488756.sharepoint.com/sites/contentTypeHub,04/11/2022 13:27:43,04/11/2022 13:27:47,3,Finished,STS#3,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/contentTypeHub,/
https://m365x25488756.sharepoint.com/sites/contosolife,04/11/2022 13:27:55,04/11/2022 13:27:58,2,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/contosolife,/
https://m365x25488756.sharepoint.com/sites/contosoteam,04/11/2022 13:27:58,04/11/2022 13:28:01,2,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/contosoteam,/
https://m365x25488756.sharepoint.com/sites/droneproducttraining,04/11/2022 13:28:16,04/11/2022 13:28:19,2,Finished,SITEPAGEPUBLISHING#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/droneproducttraining,/
https://m365x25488756.sharepoint.com/sites/give,04/11/2022 13:28:09,04/11/2022 13:28:12,2,Finished,SITEPAGEPUBLISHING#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/give,/
https://m365x25488756.sharepoint.com/sites/leadership,04/11/2022 13:27:43,04/11/2022 13:27:48,4,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/leadership,/
https://m365x25488756.sharepoint.com/sites/leadership-connection,04/11/2022 13:28:10,04/11/2022 13:28:12,2,Finished,SITEPAGEPUBLISHING#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/leadership-connection,/
https://m365x25488756.sharepoint.com/sites/newemployeeonboarding,04/11/2022 13:27:55,04/11/2022 13:27:58,3,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/newemployeeonboarding,/
https://m365x25488756.sharepoint.com/sites/office365adoption,04/11/2022 13:27:50,04/11/2022 13:27:53,2,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/office365adoption,/
https://m365x25488756.sharepoint.com/sites/operations,04/11/2022 13:27:48,04/11/2022 13:27:51,3,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/operations,/
https://m365x25488756.sharepoint.com/sites/parentsofcontoso,04/11/2022 13:27:52,04/11/2022 13:27:55,2,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/parentsofcontoso,/
https://m365x25488756.sharepoint.com/sites/safety,04/11/2022 13:27:54,04/11/2022 13:27:57,2,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/safety,/
https://m365x25488756.sharepoint.com/sites/salesbestpractices,04/11/2022 13:27:52,04/11/2022 13:27:55,2,Finished,GROUP#0,6f4e8b2f-c179-4626-ab15-17dbf8cff96d,https://m365x25488756.sharepoint.com/sites/salesbestpractices,/
