ScanId,TermSetId,Title,Description
8f6e8ec0-d693-41bb-9985-5d2b9f7ab322,09814cd3-568e-fe90-9814-8d621ff8fb84,N/A,Please grant the used Azure AD application TermStore.Read.All permissions to populate taxonomy data
